episodes,alpha,epsilon,success,AveStep,MinStep
50000,0.1,0.1,0.0,0.0,90
50000,0.2,0.1,0.0,0.0,90
50000,0.30000000000000004,0.1,0.0,0.0,90
50000,0.4,0.1,0.0,0.0,90
50000,0.5,0.1,0.0,0.0,90
50000,0.6000000000000001,0.1,0.0,0.0,90
50000,0.7000000000000001,0.1,0.0,0.0,90
50000,0.8,0.1,0.0,0.0,90
50000,0.9,0.1,0.0,0.0,90
50000,1.0,0.1,0.0,0.0,90
50000,0.1,0.2,0.11308,19.021223912274497,13
50000,0.2,0.2,0.11308,19.021223912274497,13
50000,0.30000000000000004,0.2,0.11308,19.021223912274497,13
50000,0.4,0.2,0.11308,19.021223912274497,13
50000,0.5,0.2,0.11308,19.021223912274497,13
50000,0.6000000000000001,0.2,0.11382,18.927604990335617,13
50000,1.0E-4,1.0E-4,0.0,0.0,90
50000,2.0E-4,1.0E-4,0.0,0.0,90
50000,3.0000000000000003E-4,1.0E-4,0.0,0.0,90
50000,4.0E-4,1.0E-4,0.0,0.0,90
50000,5.0E-4,1.0E-4,0.0,0.0,90
50000,7.0E-5,0.1,0.0,0.0,90
50000,8.0E-4,0.0323,0.0,0.0,90
50000,5.0E-4,0.0568,4.0E-5,79.0,23
50000,2.0E-4,0.1756,0.10224,14.502347417840376,13
50000,6.000000000000001E-4,0.1885,0.08966,14.609190274369842,13
50000,5.0E-4,0.13019999999999998,0.29056,14.128716960352422,13
50000,1.0E-4,0.07310000000000001,0.0,0.0,90
50000,8.0E-4,0.1475,0.25386,14.274560781533129,13
50000,4.0E-4,0.07640000000000001,0.0,0.0,90
50000,9.000000000000001E-4,0.08090000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.1386,0.26828,14.192038169077083,13
50000,2.0E-4,0.12919999999999998,0.29414,14.116883116883116,13
50000,6.000000000000001E-4,0.048900000000000006,0.0,0.0,90
50000,3.0000000000000003E-4,0.1614,0.0,0.0,90
50000,3.0000000000000003E-4,0.1607,0.0,0.0,90
50000,1.0E-4,0.0524,1.0E-4,41.0,13
50000,2.0E-4,0.1561,0.0,0.0,90
50000,8.0E-4,0.04680000000000001,0.0,0.0,90
50000,8.0E-4,0.1004,0.0,0.0,90
50000,4.0E-4,0.08560000000000001,0.2788,13.74390243902439,13
50000,6.000000000000001E-4,0.1665,0.0,0.0,90
50000,1.0E-4,0.0168,0.0,0.0,90
50000,5.0E-4,0.16219999999999998,0.0,0.0,90
50000,8.0E-4,0.0786,0.0,0.0,90
50000,1.0E-4,0.0017000000000000001,0.0,0.0,90
50000,8.0E-4,0.0207,0.0,0.0,90
50000,9.000000000000001E-4,0.1881,0.09054,14.602827479567042,13
50000,4.0E-4,0.175,0.10342,14.491394314445948,13
50000,4.0E-4,0.16,0.0,0.0,90
50000,4.0E-4,0.045000000000000005,0.0,0.0,90
50000,9.000000000000001E-4,0.13419999999999999,0.27846,14.162249515190691,13
50000,3.0000000000000003E-4,0.051000000000000004,1.6E-4,51.0,13
50000,8.0E-4,0.0241,0.0,0.0,90
50000,7.000000000000001E-4,0.11410000000000001,0.0,0.0,90
50000,4.0E-4,0.061500000000000006,0.0,0.0,90
50000,4.0E-4,0.1857,0.09344,14.57277397260274,13
50000,9.000000000000001E-4,0.05450000000000001,1.4E-4,58.142857142857146,13
50000,9.000000000000001E-4,0.08230000000000001,0.06162,13.753002271989613,13
50000,8.0E-4,0.061900000000000004,0.0,0.0,90
50000,1.0E-4,0.1945,0.19078,14.64713282314708,13
50000,9.000000000000001E-4,0.0913,0.25342,13.794728119327598,13
50000,8.0E-4,0.0134,0.0,0.0,90
50000,9.000000000000001E-4,0.09620000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.04850000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.0693,0.0,0.0,90
50000,6.000000000000001E-4,0.1344,0.27954,14.163625956929241,13
50000,8.0E-4,0.059300000000000005,0.0,0.0,90
50000,8.0E-4,0.10880000000000001,0.25976,13.933323067446874,13
50000,9.000000000000001E-4,0.0167,0.0,0.0,90
50000,5.0E-4,0.1818,0.099,14.543838383838384,13
50000,8.0E-4,0.057300000000000004,2.0E-5,135.0,90
50000,2.0E-4,0.1184,0.0,0.0,90
50000,5.0E-4,0.008199999999999999,0.0,0.0,90
50000,6.000000000000001E-4,0.099,0.0,0.0,90
50000,2.0E-4,0.1902,0.1994,14.599799398194584,13
50000,8.0E-4,0.0868,0.2731,13.745660930062249,13
50000,7.000000000000001E-4,0.1985,0.18736,14.681682322801025,13
50000,8.0E-4,0.1553,0.0,0.0,90
50000,4.0E-4,0.1387,0.26794,14.193252220646414,13
50000,4.0E-4,0.0539,1.6E-4,52.75,13
50000,2.0E-4,0.128,0.2972,14.10942126514132,13
50000,5.0E-4,0.0219,0.0,0.0,90
50000,4.0E-4,0.1218,0.0,0.0,90
50000,4.0E-4,0.07840000000000001,0.0,0.0,90
50000,2.0E-4,0.13,0.29154,14.12451121629965,13
50000,7.000000000000001E-4,0.03660000000000001,0.0,0.0,90
50000,5.0E-4,0.011,0.0,0.0,90
50000,2.0E-4,0.055600000000000004,8.0E-5,56.0,13
50000,8.0E-4,0.0167,0.0,0.0,90
50000,6.000000000000001E-4,0.0345,0.0,0.0,90
50000,4.0E-4,0.1606,0.0,0.0,90
50000,3.0000000000000003E-4,0.0114,0.0,0.0,90
50000,1.0E-4,0.10690000000000001,0.2654,13.910926902788244,13
50000,8.0E-4,0.16269999999999998,0.0,0.0,90
50000,3.0000000000000003E-4,0.1865,0.09374,14.59377000213356,13
50000,3.0000000000000003E-4,0.008,0.0,0.0,90
50000,1.0E-4,0.045200000000000004,0.0,0.0,90
50000,4.0E-4,0.188,0.09078,14.599911874862304,13
50000,1.0E-4,0.173,0.1031,14.495635305528612,13
50000,3.0000000000000003E-4,0.1508,0.0,0.0,90
50000,5.0E-4,0.1893,0.08826,14.615680942669385,13
50000,2.0E-4,0.1401,0.2642,14.211657834973504,13
50000,4.0E-4,0.0133,0.0,0.0,90
50000,9.000000000000001E-4,0.1897,0.08736,14.609432234432234,13
50000,4.0E-4,0.0947,0.0,0.0,90
50000,3.0000000000000003E-4,0.0717,0.0,0.0,90
50000,5.0E-4,0.025500000000000002,0.0,0.0,90
50000,2.0E-4,0.08610000000000001,0.27594,13.742190331231427,13
50000,8.0E-4,0.0413,0.0,0.0,90
50000,7.000000000000001E-4,0.1973,0.1893,14.669519281563655,13
50000,8.0E-4,0.096,0.46026,13.822491635162734,13
50000,6.000000000000001E-4,0.1326,0.28304,14.149095534200113,13
50000,4.0E-4,0.1879,0.09096,14.59806508355321,13
50000,9.000000000000001E-4,0.09530000000000001,0.0,0.0,90
50000,3.0000000000000003E-4,0.10160000000000001,0.0,0.0,90
50000,1.0E-4,0.1232,0.0,0.0,90
50000,1.0E-4,0.05020000000000001,1.8E-4,47.666666666666664,13
50000,5.0E-4,0.1624,0.0,0.0,90
50000,3.0000000000000003E-4,0.1686,0.11534,14.465926825039015,13
50000,2.0E-4,0.0083,0.0,0.0,90
50000,8.0E-4,0.049300000000000004,2.0E-4,44.4,13
50000,3.0000000000000003E-4,0.0097,0.0,0.0,90
50000,5.0E-4,0.1315,0.28632,14.139564124057,13
50000,3.0000000000000003E-4,0.08420000000000001,0.2835,13.73326278659612,13
50000,5.0E-4,0.1527,0.0,0.0,90
50000,7.000000000000001E-4,0.0671,0.0,0.0,90
50000,5.0E-4,0.1325,0.28324,14.147295579720378,13
50000,4.0E-4,0.05450000000000001,1.4E-4,58.142857142857146,13
50000,3.0000000000000003E-4,0.1009,0.0,0.0,90
50000,8.0E-4,0.07260000000000001,0.0,0.0,90
50000,7.000000000000001E-4,0.061900000000000004,0.0,0.0,90
50000,9.000000000000001E-4,0.046400000000000004,0.0,0.0,90
50000,7.000000000000001E-4,0.1504,0.0,0.0,90
50000,2.0E-4,0.09530000000000001,0.0,0.0,90
50000,8.0E-4,0.05260000000000001,1.0E-4,41.0,13
50000,7.000000000000001E-4,0.1832,0.09726,14.555829734731647,13
50000,7.000000000000001E-4,0.0088,0.0,0.0,90
50000,7.000000000000001E-4,0.18889999999999998,0.08896,14.611510791366907,13
50000,2.0E-4,0.08510000000000001,0.27956,13.74188009729575,13
50000,6.000000000000001E-4,0.159,0.0,0.0,90
50000,7.000000000000001E-4,0.07840000000000001,0.0,0.0,90
50000,9.000000000000001E-4,0.1429,0.26424,14.235392067817136,13
50000,9.000000000000001E-4,0.0386,0.0,0.0,90
50000,1.0E-4,0.0758,0.0,0.0,90
50000,2.0E-4,0.011,0.0,0.0,90
50000,2.0E-4,0.1867,0.09318,14.593904271302854,13
50000,2.0E-4,0.1716,0.10584,14.488662131519275,13
50000,4.0E-4,0.0116,0.0,0.0,90
50000,1.0E-4,0.0989,0.0,0.0,90
50000,2.0E-4,0.08090000000000001,0.0,0.0,90
50000,5.0E-4,0.1777,0.1032,14.51046511627907,13
50000,9.000000000000001E-4,0.0225,0.0,0.0,90
50000,4.0E-4,0.047900000000000005,0.0,0.0,90
50000,8.0E-4,0.06060000000000001,0.0,0.0,90
50000,2.0E-4,0.0253,0.0,0.0,90
50000,3.0000000000000003E-4,0.0718,0.0,0.0,90
50000,6.000000000000001E-4,0.0114,0.0,0.0,90
50000,7.000000000000001E-4,0.1459,0.25722,14.259155586657336,13
50000,4.0E-4,0.09960000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.060700000000000004,0.0,0.0,90
50000,7.000000000000001E-4,0.10880000000000001,0.25976,13.933323067446874,13
50000,1.0E-4,0.052300000000000006,1.0E-4,41.0,13
50000,3.0000000000000003E-4,0.19,0.20006,14.604318704388684,13
50000,4.0E-4,0.13269999999999998,0.28282,14.14942366169295,13
50000,3.0000000000000003E-4,0.0269,0.0,0.0,90
50000,2.0E-4,0.0636,0.13772,13.574789427824571,13
50000,6.000000000000001E-4,0.0512,1.6E-4,51.0,13
50000,6.000000000000001E-4,0.08370000000000001,0.28628,13.727818918541288,13
50000,1.0E-4,0.0259,0.0,0.0,90
50000,3.0000000000000003E-4,0.15739999999999998,0.0,0.0,90
50000,4.0E-4,0.007500000000000001,0.0,0.0,90
50000,1.0E-4,0.06910000000000001,0.0,0.0,90
50000,1.0E-4,0.07010000000000001,0.0,0.0,90
50000,8.0E-4,0.1851,0.09454,14.57816797122911,13
50000,7.000000000000001E-4,0.1416,0.26738,14.225072929912484,13
50000,1.0E-4,0.0023,0.0,0.0,90
50000,8.0E-4,0.058300000000000005,0.0,0.0,90
50000,5.0E-4,0.0632,0.0,0.0,90
50000,6.000000000000001E-4,0.06290000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.0265,0.0,0.0,90
50000,5.0E-4,0.0106,0.0,0.0,90
50000,9.000000000000001E-4,0.0994,0.0,0.0,90
50000,4.0E-4,0.0926,0.0,0.0,90
50000,4.0E-4,0.13419999999999999,0.27846,14.162249515190691,13
50000,5.0E-4,0.08030000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.1888,0.08904,14.606019766397125,13
50000,8.0E-4,0.07390000000000001,0.0,0.0,90
50000,7.000000000000001E-4,0.159,0.0,0.0,90
50000,7.000000000000001E-4,0.0442,0.0,0.0,90
50000,2.0E-4,0.1674,0.0,0.0,90
50000,8.0E-4,0.044500000000000005,0.0,0.0,90
50000,4.0E-4,0.1125,0.0,0.0,90
50000,7.000000000000001E-4,0.0708,0.0,0.0,90
50000,8.0E-4,0.1809,0.10044,14.541616885702908,13
50000,8.0E-4,0.1358,0.27646,14.177457860088259,13
50000,7.000000000000001E-4,0.0926,0.0,0.0,90
50000,1.0E-4,0.025,0.0,0.0,90
50000,5.0E-4,0.1096,0.25782,13.940345977813978,13
50000,5.0E-4,0.033400000000000006,0.0,0.0,90
50000,6.000000000000001E-4,0.12919999999999998,0.29414,14.116883116883116,13
50000,2.0E-4,0.0094,0.0,0.0,90
50000,1.0E-4,0.1277,0.29796,14.10484628809236,13
50000,7.000000000000001E-4,0.09000000000000001,0.2598,13.783217859892225,13
50000,5.0E-4,0.1837,0.09642,14.567724538477494,13
50000,6.000000000000001E-4,0.1538,0.0,0.0,90
50000,4.0E-4,0.03610000000000001,0.0,0.0,90
50000,4.0E-4,0.17529999999999998,0.10274,14.497372007007982,13
50000,9.000000000000001E-4,0.1018,0.0,0.0,90
50000,2.0E-4,0.1983,0.1877,14.678209909429942,13
50000,1.0E-4,0.1915,0.1971,14.616438356164384,13
50000,9.000000000000001E-4,0.053500000000000006,1.2E-4,47.333333333333336,13
50000,6.000000000000001E-4,0.1912,0.19782,14.615205742594277,13
50000,6.000000000000001E-4,0.1795,0.1024,14.523046875,13
50000,2.0E-4,0.0188,0.0,0.0,90
50000,4.0E-4,0.038700000000000005,0.0,0.0,90
50000,6.000000000000001E-4,0.0627,0.0,0.0,90
50000,7.000000000000001E-4,0.09530000000000001,0.0,0.0,90
50000,7.000000000000001E-4,0.1942,0.19116,14.643230801422892,13
50000,8.0E-4,0.186,0.09316,14.579218548733362,13
50000,8.0E-4,0.1743,0.10096,14.50633914421553,13
50000,2.0E-4,0.06630000000000001,0.14692,13.589436427988021,13
50000,4.0E-4,0.1785,0.10342,14.520015470895379,13
50000,6.000000000000001E-4,0.0184,0.0,0.0,90
50000,2.0E-4,0.1856,0.09352,14.575705731394354,13
50000,9.000000000000001E-4,0.1672,0.0,0.0,90
50000,3.0000000000000003E-4,0.1418,0.26668,14.226938653067347,13
50000,1.0E-4,0.1665,0.0,0.0,90
50000,7.000000000000001E-4,0.1557,0.0,0.0,90
50000,6.000000000000001E-4,0.1524,0.0,0.0,90
50000,8.0E-4,0.0966,0.0,0.0,90
50000,9.000000000000001E-4,0.06390000000000001,0.14152,13.568117580553984,13
50000,1.0E-4,0.06630000000000001,0.14692,13.589436427988021,13
50000,9.000000000000001E-4,0.13799999999999998,0.2699,14.193627269359022,13
50000,6.000000000000001E-4,0.017,0.0,0.0,90
50000,9.000000000000001E-4,0.03660000000000001,0.0,0.0,90
50000,5.0E-4,0.1349,0.27866,14.16600875619034,13
50000,7.000000000000001E-4,0.1724,0.10436,14.489459563050977,13
50000,5.0E-4,0.06910000000000001,0.0,0.0,90
50000,1.0E-4,0.1636,0.0,0.0,90
50000,5.0E-4,0.033100000000000004,0.0,0.0,90
50000,5.0E-4,0.1963,0.18686,14.648720967569304,13
50000,9.000000000000001E-4,0.0785,0.0,0.0,90
50000,6.000000000000001E-4,0.10370000000000001,0.0,0.0,90
50000,3.0000000000000003E-4,0.04360000000000001,0.0,0.0,90
50000,2.0E-4,0.1466,0.25526,14.263025934341456,13
50000,7.000000000000001E-4,0.15889999999999999,0.0,0.0,90
50000,1.0E-4,0.0182,0.0,0.0,90
50000,2.0E-4,0.0219,0.0,0.0,90
50000,8.0E-4,0.06390000000000001,0.14152,13.568117580553984,13
50000,4.0E-4,0.1587,0.0,0.0,90
50000,3.0000000000000003E-4,0.0752,0.0,0.0,90
50000,3.0000000000000003E-4,0.064,0.14078,13.569967324904106,13
50000,2.0E-4,0.0074,0.0,0.0,90
50000,2.0E-4,0.0161,0.0,0.0,90
50000,7.000000000000001E-4,0.1966,0.1865,14.654048257372654,13
50000,8.0E-4,0.1563,0.0,0.0,90
50000,1.0E-4,0.09720000000000001,0.0,0.0,90
50000,8.0E-4,0.1429,0.26424,14.235392067817136,13
50000,6.000000000000001E-4,0.0252,0.0,0.0,90
50000,4.0E-4,0.11170000000000001,0.2512,13.954458598726115,13
50000,4.0E-4,0.10270000000000001,0.0,0.0,90
50000,9.000000000000001E-4,0.0152,0.0,0.0,90
50000,5.0E-4,0.03320000000000001,0.0,0.0,90
50000,3.0000000000000003E-4,0.1921,0.19612,14.622476035080563,13
50000,3.0000000000000003E-4,0.1389,0.26714,14.192782810511343,13
50000,3.0000000000000003E-4,0.1832,0.09726,14.555829734731647,13
50000,3.0000000000000003E-4,0.0054,0.0,0.0,90
50000,9.000000000000001E-4,0.1092,0.25864,13.936436746056295,13
50000,8.0E-4,0.0011,0.0,0.0,90
50000,6.000000000000001E-4,0.08320000000000001,0.28908,13.723951847239519,13
50000,8.0E-4,0.1542,0.0,0.0,90
50000,4.0E-4,0.0714,0.0,0.0,90
50000,4.0E-4,0.0427,0.0,0.0,90
50000,2.0E-4,0.1829,0.0975,14.552,13
50000,8.0E-4,0.1349,0.27866,14.16600875619034,13
50000,2.0E-4,0.10640000000000001,0.0,0.0,90
50000,1.0E-4,0.046400000000000004,0.0,0.0,90
50000,7.000000000000001E-4,0.1538,0.0,0.0,90
50000,6.000000000000001E-4,0.1494,0.24912,14.296242774566474,13
50000,6.000000000000001E-4,0.1013,0.0,0.0,90
50000,8.0E-4,0.1849,0.09492,14.574378423935945,13
50000,9.000000000000001E-4,0.1791,0.10296,14.525641025641026,13
50000,5.0E-4,0.0318,0.0,0.0,90
50000,1.0E-4,0.06870000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.0732,0.0,0.0,90
50000,6.000000000000001E-4,0.07390000000000001,0.0,0.0,90
50000,3.0000000000000003E-4,0.1972,0.18898,14.671711292200232,13
50000,6.000000000000001E-4,0.0717,0.0,0.0,90
50000,8.0E-4,0.09240000000000001,0.0,0.0,90
50000,1.0E-4,0.1273,0.29466,14.09454965044458,13
50000,1.0E-4,0.187,0.0927,14.596116504854368,13
50000,7.000000000000001E-4,0.06810000000000001,0.0,0.0,90
50000,5.0E-4,0.1825,0.09812,14.555238483489605,13
50000,9.000000000000001E-4,0.183,0.09738,14.551447935921134,13
50000,9.000000000000001E-4,0.027,0.0,0.0,90
50000,3.0000000000000003E-4,0.19619999999999999,0.18706,14.648455041163263,13
50000,2.0E-4,0.1943,0.19096,14.64390448261416,13
50000,6.000000000000001E-4,0.1935,0.1925,14.635948051948052,13
50000,9.000000000000001E-4,0.10170000000000001,0.0,0.0,90
50000,8.0E-4,5.0E-4,0.0,0.0,90
50000,4.0E-4,0.08910000000000001,0.26386,13.774046843022814,13
50000,8.0E-4,0.07440000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.06440000000000001,0.159,13.544654088050315,13
50000,2.0E-4,0.0221,0.0,0.0,90
50000,4.0E-4,0.060000000000000005,2.0E-5,121.0,90
50000,7.000000000000001E-4,0.0849,0.27982,13.737474090486742,13
50000,3.0000000000000003E-4,0.1543,0.0,0.0,90
50000,9.000000000000001E-4,0.1784,0.10358,14.522301602625989,13
50000,1.0E-4,0.1783,0.10372,14.522560740455072,13
50000,6.000000000000001E-4,0.0173,0.0,0.0,90
50000,5.0E-4,0.13899999999999998,0.267,14.19370786516854,13
50000,2.0E-4,0.1484,0.25112,14.282414781777636,13
50000,9.000000000000001E-4,0.1796,0.10214,14.525357352653222,13
50000,2.0E-4,0.046000000000000006,0.0,0.0,90
50000,6.000000000000001E-4,0.1374,0.27146,14.188830766963825,13
50000,3.0000000000000003E-4,0.1918,0.19664,14.621643612693246,13
50000,5.0E-4,0.1947,0.19016,14.646613378207824,13
50000,6.000000000000001E-4,0.117,0.0,0.0,90
50000,2.0E-4,0.11680000000000001,0.0,0.0,90
50000,7.000000000000001E-4,0.0507,1.6E-4,51.0,13
50000,1.0E-4,0.1487,0.25044,14.284778789330778,13
50000,4.0E-4,0.151,0.0,0.0,90
50000,5.0E-4,0.0753,0.0,0.0,90
50000,1.0E-4,0.1863,0.09408,14.59438775510204,13
50000,7.000000000000001E-4,0.09620000000000001,0.0,0.0,90
50000,2.0E-4,0.1885,0.08966,14.609190274369842,13
50000,2.0E-4,0.0546,1.4E-4,58.142857142857146,13
50000,2.0E-4,0.1416,0.26738,14.225072929912484,13
50000,5.0E-4,0.0737,0.0,0.0,90
50000,3.0000000000000003E-4,0.11480000000000001,0.0,0.0,90
50000,2.0E-4,0.0067,0.0,0.0,90
50000,5.0E-4,0.1217,0.0,0.0,90
50000,9.000000000000001E-4,0.1499,0.24806,14.301620575667178,13
50000,3.0000000000000003E-4,0.0229,0.0,0.0,90
50000,5.0E-4,0.167,0.0,0.0,90
50000,5.0E-4,0.04120000000000001,0.0,0.0,90
50000,7.000000000000001E-4,0.0777,0.0,0.0,90
50000,1.0E-4,0.0649,0.15858,13.56930256022197,13
50000,8.0E-4,0.1713,0.1065,14.489577464788733,13
50000,5.0E-4,0.0281,0.19138,13.328769986414464,13
50000,3.0000000000000003E-4,0.055400000000000005,1.0E-4,53.8,13
50000,2.0E-4,0.14329999999999998,0.26292,14.236269587707287,13
50000,2.0E-4,0.1645,0.0,0.0,90
50000,8.0E-4,0.1497,0.24826,14.297832917103037,13
50000,4.0E-4,0.1816,0.0993,14.539577039274924,13
50000,2.0E-4,0.07070000000000001,0.0,0.0,90
50000,9.000000000000001E-4,0.05380000000000001,1.4E-4,42.714285714285715,13
50000,2.0E-4,0.10990000000000001,0.25688,13.940516972905638,13
50000,2.0E-4,0.097,0.0,0.0,90
50000,7.000000000000001E-4,0.0011,0.0,0.0,90
50000,7.000000000000001E-4,0.055200000000000006,1.4E-4,58.142857142857146,13
50000,2.0E-4,0.1822,0.0984,14.552439024390244,13
50000,9.000000000000001E-4,0.0265,0.0,0.0,90
50000,6.000000000000001E-4,0.046700000000000005,0.0,0.0,90
50000,3.0000000000000003E-4,0.11430000000000001,0.0,0.0,90
50000,3.0000000000000003E-4,0.0625,0.0,0.0,90
50000,1.0E-4,0.1343,0.27966,14.1611242222699,13
50000,5.0E-4,0.12020000000000002,0.0,0.0,90
50000,8.0E-4,0.1963,0.18686,14.648720967569304,13
50000,9.000000000000001E-4,0.09300000000000001,0.0,0.0,90
50000,8.0E-4,0.1925,0.19518,14.625576391023671,13
50000,2.0E-4,0.15259999999999999,0.0,0.0,90
50000,4.0E-4,0.11430000000000001,0.0,0.0,90
50000,2.0E-4,0.10410000000000001,0.0,0.0,90
50000,1.0E-4,0.03370000000000001,0.0,0.0,90
50000,1.0E-4,0.0864,0.27482,13.744341750964267,13
50000,7.000000000000001E-4,0.1774,0.10372,14.516004627844197,13
50000,6.000000000000001E-4,0.1671,0.0,0.0,90
50000,9.000000000000001E-4,0.13269999999999998,0.28282,14.14942366169295,13
50000,4.0E-4,0.0364,0.0,0.0,90
50000,1.0E-4,0.09910000000000001,0.0,0.0,90
50000,3.0000000000000003E-4,0.151,0.0,0.0,90
50000,9.000000000000001E-4,0.1131,0.0,0.0,90
50000,7.000000000000001E-4,0.1576,0.0,0.0,90
50000,4.0E-4,0.0656,0.15314,13.580906360193287,13
50000,1.0E-4,0.099,0.0,0.0,90
50000,5.0E-4,0.06010000000000001,0.0,0.0,90
50000,7.000000000000001E-4,0.0246,0.0,0.0,90
50000,3.0000000000000003E-4,0.1183,0.0,0.0,90
50000,1.0E-4,0.10370000000000001,0.0,0.0,90
50000,1.0E-4,0.08270000000000001,0.0,0.0,90
50000,8.0E-4,0.15739999999999998,0.0,0.0,90
50000,3.0000000000000003E-4,0.1315,0.28632,14.139564124057,13
50000,2.0E-4,0.13949999999999999,0.26582,14.202317357610413,13
50000,8.0E-4,0.0685,0.0,0.0,90
50000,4.0E-4,0.059000000000000004,0.0,0.0,90
50000,8.0E-4,0.0766,0.0,0.0,90
50000,1.0E-4,0.1638,0.0,0.0,90
50000,3.0000000000000003E-4,0.0849,0.27982,13.737474090486742,13
50000,4.0E-4,0.1135,0.0,0.0,90
50000,3.0000000000000003E-4,0.1653,0.0,0.0,90
50000,3.0000000000000003E-4,0.0942,0.0,0.0,90
50000,2.0E-4,0.020300000000000002,0.0,0.0,90
50000,2.0E-4,0.17529999999999998,0.10274,14.497372007007982,13
50000,6.000000000000001E-4,0.12000000000000001,0.0,0.0,90
50000,7.000000000000001E-4,0.11920000000000001,0.0,0.0,90
50000,6.000000000000001E-4,0.049,1.8E-4,39.888888888888886,13
50000,7.000000000000001E-4,0.1981,0.18806,14.673295756673403,13
50000,4.0E-4,0.1583,0.0,0.0,90
50000,8.0E-4,0.1115,0.25172,13.95344033052598,13
50000,2.0E-4,0.0284,0.202,13.352475247524753,13
50000,4.0E-4,0.08380000000000001,0.28578,13.729512212191196,13
50000,5.0E-4,0.1613,0.0,0.0,90
50000,1.0E-4,0.09480000000000001,0.0,0.0,90
50000,9.000000000000001E-4,0.11380000000000001,0.0,0.0,90
50000,5.0E-4,0.1988,0.1868,14.684368308351178,13
50000,4.0E-4,0.0154,0.0,0.0,90
